"Residence.and.by.region";"X2002";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2016"
"Residence.and.by.region";"X2002";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2016"
"whole_country";"86.5";"93.4";"96";"97.6";"97.2";"97.6";"98.3";"98.8"
"red_river_delta";NA;NA;NA;"99.7";"99.7";"99.9";"99.9";"100"
"northern_midlands_and_mountain_areas";NA;NA;NA;"91.1";"91.1";"90.7";"93";"94.2"
"north_central_area_and_central_coastal_area";NA;NA;NA;"98.9";"97.3";"97.6";"98.3";"98.6"
"central_highlands";NA;NA;NA;"96.9";"96.8";"97.5";"98.2";"99.3"
"south_east";NA;NA;NA;"98.7";"98.9";"99.3";"99.3";"100"
"mekong_river_delta";NA;NA;NA;"97";"96.6";"97.8";"99.1";"99.7"
