"Iterms";"X2014.Total";"X2014.Permanent.house";"X2014.Semi.Permanent.house";"X2014.Less.temporary.house";"X2014.Simple.permanent.house";"Pre..2016.Total";"Pre..2016.Permanent.house";"Pre..2016.Semi.Permanent.house";"Pre..2016.Less.temporary.house";"Pre..2016.Simple.permanent.house"
"Iterms";"X2014.Total";"X2014.Permanent.house";"X2014.Semi.Permanent.house";"X2014.Less.temporary.house";"X2014.Simple.permanent.house";"Pre..2016.Total";"Pre..2016.Permanent.house";"Pre..2016.Semi.Permanent.house";"Pre..2016.Less.temporary.house";"Pre..2016.Simple.permanent.house"
"whole_country";"100";"50.5";"40.3";"5.7";"3.5";"100";"49.7";"42.5";"5.2";"2.6"
"red_river_delta";"100";"93";"6.7";"0.2";"0.1";"100";"92.9";"6.9";"0.1";"0.1"
"northern_midlands_and_mountain_areas";"100";"50.2";"30.8";"11.8";"7.2";"100";"49";"34.3";"10.6";"6.1"
"north_central_area_and_central_coastal_area";"100";"67.3";"28.3";"2.5";"1.9";"100";"67.4";"28.1";"2.8";"1.7"
"central_highlands";"100";"17.3";"75.6";"5.9";"1.2";"100";"18";"76";"5.3";"0.7"
"south_east";"100";"19.3";"77.9";"1.6";"1.2";"100";"18";"79.9";"1.3";"0.8"
"mekong_river_delta";"100";"9.4";"64.2";"16.2";"10.2";"100";"9.2";"69.3";"14.7";"6.8"
