"Residence.and.by.region";"X2002";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2014"
"Residence.and.by.region";"X2002";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2014"
"whole_country";"78.1";"80.7";"89.1";"92.1";"90.5";"91";"93";"93.4"
"red_river_delta";NA;NA;NA;"99.2";"98.6";"99.5";"99.2";"99.4"
"northern_midlands_and_mountain_areas";NA;NA;NA;"89.3";"80.2";"67";"81.3";"81.3"
"north_central_area_and_central_coastal_area";NA;NA;NA;"93.4";"91";"93.3";"93.8";"93.1"
"central_highlands";NA;NA;NA;"85.8";"82.8";"92";"85.5";"87.5"
"south_east";NA;NA;NA;"98.2";"98.1";"99.8";"99";"98.9"
"mekong_river_delta";NA;NA;NA;"80.6";"81.6";"85.5";"89.1";"91.5"
