"Iterms";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2016"
"Iterms";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2016"
"whole_country";"13.5";"14.7";"16.3";"17.9";"19.4";"21.4";"22.2"
"red_river_delta";NA;NA;"16.6";"19.4";"21";"23.2";"24.6"
"northern_midlands_and_mountain_areas";NA;NA;"15.7";"16.6";"17.9";"19.3";"20.2"
"north_central_area_and_central_coastal_area";NA;NA;"15.3";"17";"18.7";"20.6";"21.6"
"central_highlands";NA;NA;"14.1";"15.1";"16.8";"18.5";"19.7"
"south_east";NA;NA;"18.3";"18.9";"20.2";"22.7";"22.5"
"mekong_river_delta";NA;NA;"16.8";"17.9";"19.2";"21.4";"22.2"
