"Iterms";"X2002";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2016"
"Iterms";"X2002";"X2004";"X2006";"X2008";"X2010";"X2012";"X2014";"Pre..2016"
"urban";"461";"595";"738";"1115";"1726";"2161";"2461";"2886"
"rural";"211";"284";"359";"548";"891";"1226";"1444";"1609"
