"","Cities..provincies","X2002.Total","X2002.Primary","X2002.Lower.secondary","X2002.Upper.secondary","X2003.Total","X2003.Primary","X2003.Lower.secondary","X2003.Upper.secondary","X2004.Total","X2004.Primary","X2004.Lower.secondary","X2004.Upper.secondary","X2005.Total","X2005.Primary","X2005.Lower.secondary","X2005.Upper.secondary","X2006.Total","X2006.Primary","X2006.Lower.secondary","X2006.Upper.secondary","X2007.Total","X2007.Primary","X2007.Lower.secondary","X2007.Upper.secondary","X2008.Total","X2008.Primary","X2008.Lower.secondary","X2008.Upper.secondary","X2009.Total","X2009.Primary","X2009.Lower.secondary","X2009.Upper.secondary","X2010.Total","X2010.Primary","X2010.Lower.secondary","X2010.Upper.secondary","X2011.Total","X2011.Primary","X2011.Lower.secondary","X2011.Upper.secondary","X2012.Total","X2012.Primary","X2012.Lower.secondary","X2012.Upper.secondary","X2013.Total","X2013.Primary","X2013.Lower.secondary","X2013.Upper.secondary","X2014.Total","X2014.Primary","X2014.Lower.secondary","X2014.Upper.secondary","X2015.Total","X2015.Primary","X2015.Lower.secondary","X2015.Upper.secondary"
"72","Pupils in universities",5555,NA,NA,5555,4112,NA,NA,4112,4098,NA,NA,4098,NA,NA,NA,NA,4260,NA,NA,4260,4270,NA,NA,4270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
